sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_558,Synthetic 2x Layout Reference 558,trend_report,spread,148,210,true,4,short,410,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,left_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_559,Synthetic 2x Layout Reference 559,brand_case,spread,148,210,true,5,short,190,true,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_560,Synthetic 2x Layout Reference 560,campaign_analysis,spread,148,210,true,6,long,6448,true,true,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_561,Synthetic 2x Layout Reference 561,trend_report,spread,148,210,true,1,short,256,true,true,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_562,Synthetic 2x Layout Reference 562,trend_report,spread,148,210,true,1,medium,1246,false,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,dynamic,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_563,Synthetic 2x Layout Reference 563,exhibition_catalog,spread,148,210,true,1,long,5996,true,true,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_564,Synthetic 2x Layout Reference 564,exhibition_catalog,spread,148,210,true,1,long,5109,true,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,medium,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_565,Synthetic 2x Layout Reference 565,exhibition_catalog,spread,148,210,true,2,short,293,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_566,Synthetic 2x Layout Reference 566,trend_report,spread,148,210,true,2,medium,2288,true,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,5
spread_567,Synthetic 2x Layout Reference 567,brand_case,spread,148,210,true,4,medium,1353,true,true,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,high,grid_aligned,modular_grid,horizontal,semi_symmetric,dynamic,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,3
spread_568,Synthetic 2x Layout Reference 568,campaign_analysis,spread,148,210,true,4,short,964,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,left_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Generated structural reference designed to diversify image/text layout cases.,3
spread_569,Synthetic 2x Layout Reference 569,brand_case,spread,148,210,true,5,medium,3007,true,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_570,Synthetic 2x Layout Reference 570,exhibition_catalog,spread,148,210,true,6,long,5753,false,true,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Generated structural reference designed to diversify image/text layout cases.,3
spread_571,Synthetic 2x Layout Reference 571,campaign_analysis,spread,148,210,true,1,short,218,true,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Generated structural reference designed to diversify image/text layout cases.,5
spread_572,Synthetic 2x Layout Reference 572,trend_report,spread,148,210,true,1,medium,1692,false,true,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_573,Synthetic 2x Layout Reference 573,brand_case,spread,148,210,true,1,long,4197,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,low,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",3
spread_574,Synthetic 2x Layout Reference 574,visual_archive,spread,148,210,true,1,long,5541,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,low,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Augmented sample for testing grid-based layout reasoning and validation.,3
spread_575,Synthetic 2x Layout Reference 575,editorial,spread,148,210,true,2,short,168,true,false,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_576,Synthetic 2x Layout Reference 576,campaign_analysis,spread,148,210,true,2,medium,2219,true,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,5
spread_577,Synthetic 2x Layout Reference 577,exhibition_catalog,spread,148,210,true,4,medium,2541,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,3
spread_578,Synthetic 2x Layout Reference 578,visual_archive,spread,148,210,true,4,short,650,true,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,high,left_aligned,modular_grid,diagonal,asymmetric,fragmented,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,3
spread_579,Synthetic 2x Layout Reference 579,campaign_analysis,spread,148,210,true,5,medium,3090,true,true,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Generated structural reference designed to diversify image/text layout cases.,3
